AGE,SCHOOL TYPE,GENDER,CASTE,FAMILY INCOME,OCCUPATION,MARRIED(YES/NO),ACADEMIC MARKS,NO OF SIBLINGS,WORK(YES/NO),CLASS,LOCATION,DROPOUT
18,PVT,F,ST,129931,LABOUR,NO,88,1,NO,7,URBAN,N
16,PVT,F,ST,135684,LABOUR,NO,85,2,NO,11,URBAN,Y
16,PVT,F,GEN,295723,BUSINESS,YES,89,3,NO,8,URBAN,N
17,GOVT,F,GEN,106793,TEACHER,NO,75,2,NO,3,URBAN,N
14,GOVT,M,OBC,93725,TEACHER,YES,68,3,NO,3,RURAL,Y
14,GOVT,F,GEN,176984,TEACHER,YES,76,4,NO,7,RURAL,Y
18,GOVT,M,GEN,62878,FARMER,NO,58,2,NO,5,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,89,2,NO,10,URBAN,N
12,GOVT,M,SC,59000,LABOUR,NO,70,5,YES,3,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,89,1,NO,11,URBAN,N
14,GOVT,F,OBC,110315,BUSINESS,NO,69,3,YES,5,RURAL,N
13,GOVT,M,GEN,77543,LABOUR,NO,68,3,YES,4,RURAL,Y
17,PVT,F,GEN,97842,ACCOUNTANT,NO,89,1,YES,10,URBAN,N
13,GOVT,M,SC,130831,LABOUR,NO,60,4,YES,3,URBAN,Y
12,GOVT,M,ST,85750,FARMER,NO,62,5,YES,3,RURAL,Y
18,GOVT,F,OBC,300000,BUSINESS,NO,75,1,YES,10,RURAL,N
12,GOVT,M,OBC,59000,FARMER,NO,56,4,YES,4,RURAL,Y
11,GOVT,M,GEN,85458,LABOUR,NO,64,4,NO,4,RURAL,N
15,GOVT,F,GEN,172444,LABOUR,NO,86,3,NO,8,URBAN,Y
17,PVT,M,GEN,105608,ACCOUNTANT,NO,77,2,YES,5,RURAL,N
11,GOVT,F,SC,111332,LABOUR,YES,74,3,YES,4,RURAL,N
12,GOVT,M,GEN,63829,LABOUR,YES,60,5,YES,3,RURAL,Y
13,GOVT,M,SC,116581,FARMER,NO,59,5,YES,4,RURAL,Y
15,GOVT,M,SC,59000,LABOUR,NO,55,5,YES,3,RURAL,Y
17,PVT,F,GEN,300000,FARMER,YES,86,2,NO,10,URBAN,N
11,GOVT,M,OBC,138416,FARMER,NO,67,1,YES,4,RURAL,Y
15,PVT,F,GEN,178415,BUSINESS,NO,89,1,NO,8,RURAL,N
16,PVT,F,GEN,236241,BUSINESS,YES,85,2,NO,10,RURAL,N
15,PVT,F,GEN,190812,ACCOUNTANT,NO,77,1,NO,9,RURAL,N
12,GOVT,F,OBC,72240,LABOUR,NO,62,4,NO,3,RURAL,Y
17,GOVT,F,GEN,148240,PEON,NO,68,1,NO,5,RURAL,Y
11,GOVT,M,GEN,104113,LABOUR,NO,58,2,YES,4,RURAL,Y
12,GOVT,M,OBC,93707,LABOUR,NO,65,2,YES,5,RURAL,Y
14,GOVT,M,ST,64314,LABOUR,NO,63,3,YES,4,RURAL,Y
18,PVT,F,GEN,124103,PEON,NO,89,1,YES,9,URBAN,N
16,PVT,F,GEN,205524,BUSINESS,NO,89,1,NO,9,URBAN,N
12,PVT,M,ST,78249,TEACHER,NO,75,3,NO,5,RURAL,N
15,GOVT,F,GEN,99212,PEON,NO,59,2,NO,10,RURAL,Y
9,GOVT,M,GEN,77459,TEACHER,NO,61,5,NO,3,URBAN,Y
15,GOVT,M,OBC,91997,PEON,NO,63,2,YES,5,RURAL,Y
13,GOVT,M,OBC,76330,LABOUR,YES,73,4,YES,4,RURAL,Y
18,GOVT,M,GEN,92423,LABOUR,NO,76,2,NO,4,RURAL,N
16,PVT,F,GEN,300000,BUSINESS,YES,88,1,NO,8,URBAN,N
18,GOVT,M,OBC,134719,ACCOUNTANT,NO,63,2,YES,3,RURAL,Y
18,GOVT,M,SC,112721,LABOUR,NO,60,4,YES,3,RURAL,Y
11,GOVT,M,OBC,71720,LABOUR,YES,70,4,NO,3,RURAL,N
18,GOVT,F,OBC,125863,ACCOUNTANT,NO,61,1,YES,10,RURAL,Y
12,PVT,M,GEN,89842,LABOUR,NO,63,3,NO,3,URBAN,N
17,PVT,M,GEN,137365,PEON,NO,88,2,YES,12,RURAL,N
18,PVT,M,GEN,254877,TEACHER,NO,89,1,NO,10,RURAL,Y
18,PVT,M,GEN,300000,ACCOUNTANT,NO,84,1,YES,10,RURAL,N
15,GOVT,M,OBC,128591,PEON,NO,75,2,YES,4,RURAL,N
17,PVT,F,GEN,141887,BUSINESS,YES,84,2,NO,9,URBAN,N
13,GOVT,M,SC,101252,LABOUR,NO,64,4,YES,3,RURAL,Y
17,GOVT,F,GEN,225560,BUSINESS,NO,87,2,YES,11,URBAN,N
9,GOVT,M,OBC,176288,FARMER,NO,76,2,YES,3,RURAL,Y
14,GOVT,F,GEN,64830,LABOUR,NO,59,4,NO,3,RURAL,Y
12,GOVT,M,GEN,86072,ACCOUNTANT,YES,72,4,NO,3,RURAL,Y
9,GOVT,M,ST,98361,LABOUR,NO,73,5,NO,3,RURAL,Y
16,PVT,F,GEN,168569,ACCOUNTANT,YES,82,1,NO,10,URBAN,N
12,GOVT,M,ST,90690,ACCOUNTANT,NO,67,3,YES,3,RURAL,Y
13,GOVT,F,GEN,300000,FARMER,YES,75,4,YES,11,RURAL,Y
17,PVT,F,GEN,300000,BUSINESS,NO,89,2,YES,8,RURAL,N
11,GOVT,M,OBC,124038,LABOUR,NO,60,3,YES,3,RURAL,Y
13,GOVT,M,GEN,220828,LABOUR,NO,63,3,YES,10,RURAL,Y
18,GOVT,M,GEN,157959,LABOUR,YES,89,4,NO,10,URBAN,N
16,GOVT,M,GEN,139795,TEACHER,NO,61,3,YES,10,RURAL,Y
15,GOVT,M,OBC,59000,PEON,YES,57,5,YES,3,URBAN,Y
11,GOVT,M,GEN,103345,LABOUR,NO,59,4,YES,4,RURAL,Y
18,PVT,F,GEN,187321,LABOUR,YES,71,1,NO,11,URBAN,N
16,GOVT,M,OBC,125388,FARMER,NO,67,1,YES,5,RURAL,N
12,GOVT,M,SC,74950,LABOUR,YES,71,4,NO,3,RURAL,Y
18,PVT,M,GEN,185957,BUSINESS,YES,58,1,NO,4,URBAN,N
18,GOVT,F,OBC,103269,FARMER,NO,59,1,YES,6,RURAL,N
12,GOVT,F,SC,92326,ACCOUNTANT,NO,59,3,NO,3,URBAN,N
18,PVT,F,GEN,119783,BUSINESS,NO,89,1,NO,9,RURAL,N
17,PVT,F,GEN,85533,ACCOUNTANT,NO,75,1,NO,9,URBAN,N
18,PVT,F,GEN,178434,ACCOUNTANT,NO,89,1,YES,10,RURAL,Y
18,PVT,F,GEN,149084,ACCOUNTANT,NO,82,1,NO,3,URBAN,Y
13,GOVT,M,SC,74922,LABOUR,YES,55,4,NO,4,RURAL,Y
18,GOVT,M,GEN,103859,PEON,NO,63,3,YES,10,RURAL,N
12,GOVT,F,GEN,166720,PEON,NO,61,2,YES,4,RURAL,Y
18,GOVT,M,GEN,82402,LABOUR,NO,89,1,YES,8,RURAL,N
18,GOVT,F,GEN,106444,TEACHER,YES,87,3,NO,11,URBAN,N
14,GOVT,M,ST,87959,LABOUR,NO,58,4,YES,5,RURAL,Y
18,PVT,F,GEN,146989,ACCOUNTANT,NO,89,1,YES,11,URBAN,N
18,GOVT,F,SC,136172,FARMER,YES,73,1,NO,4,RURAL,N
16,GOVT,F,GEN,88113,ACCOUNTANT,NO,86,2,YES,3,URBAN,N
12,GOVT,M,SC,74684,PEON,NO,59,4,YES,3,RURAL,Y
15,GOVT,F,GEN,71329,LABOUR,NO,72,2,NO,8,URBAN,Y
14,GOVT,M,OBC,201922,FARMER,NO,60,2,YES,5,RURAL,N
18,PVT,F,GEN,150021,BUSINESS,NO,89,1,NO,11,RURAL,N
10,GOVT,M,SC,85540,TEACHER,NO,57,5,YES,3,RURAL,Y
18,PVT,F,GEN,242945,BUSINESS,YES,89,2,NO,9,URBAN,N
11,GOVT,M,GEN,117901,PEON,YES,60,4,NO,3,URBAN,Y
17,GOVT,M,SC,122302,FARMER,NO,62,2,YES,10,RURAL,Y
14,GOVT,M,GEN,124714,ACCOUNTANT,NO,62,2,YES,11,RURAL,Y
18,GOVT,F,GEN,82361,BUSINESS,YES,56,1,YES,4,RURAL,N
13,GOVT,M,GEN,101059,PEON,NO,68,4,YES,5,RURAL,Y
10,GOVT,M,OBC,59000,LABOUR,YES,77,4,NO,3,RURAL,Y
17,PVT,F,GEN,265185,ACCOUNTANT,NO,77,1,NO,9,RURAL,N
12,GOVT,F,GEN,135311,LABOUR,NO,63,1,YES,3,RURAL,N
12,PVT,F,GEN,92115,ACCOUNTANT,NO,79,2,NO,3,RURAL,Y
13,GOVT,M,OBC,60602,ACCOUNTANT,NO,61,3,YES,8,RURAL,N
17,PVT,F,OBC,300000,FARMER,NO,88,1,NO,4,RURAL,N
13,GOVT,M,SC,117727,LABOUR,NO,55,5,YES,3,RURAL,Y
17,GOVT,M,GEN,71061,PEON,YES,76,1,NO,8,URBAN,Y
11,GOVT,M,GEN,114765,ACCOUNTANT,NO,60,3,NO,3,URBAN,N
14,GOVT,M,OBC,59000,LABOUR,NO,55,4,YES,3,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
11,GOVT,M,GEN,137457,ACCOUNTANT,NO,66,3,YES,3,RURAL,Y
18,GOVT,F,GEN,237499,PEON,NO,84,1,NO,10,RURAL,Y
14,GOVT,M,SC,75249,LABOUR,NO,59,3,YES,3,RURAL,Y
16,GOVT,F,GEN,135946,TEACHER,YES,89,1,NO,10,URBAN,N
18,PVT,F,GEN,82334,ACCOUNTANT,YES,89,2,NO,11,URBAN,Y
18,GOVT,F,GEN,144899,ACCOUNTANT,NO,89,2,YES,11,RURAL,N
17,GOVT,F,GEN,91534,PEON,YES,76,4,NO,3,URBAN,Y
12,GOVT,M,SC,69870,LABOUR,NO,61,5,YES,4,URBAN,Y
17,PVT,F,GEN,300000,BUSINESS,YES,89,1,NO,9,URBAN,N
16,PVT,F,GEN,284346,BUSINESS,YES,84,1,NO,10,URBAN,Y
18,PVT,F,GEN,300000,BUSINESS,NO,89,1,NO,10,URBAN,N
11,GOVT,M,OBC,123432,TEACHER,NO,63,4,YES,3,RURAL,N
12,GOVT,M,GEN,103069,LABOUR,NO,58,4,NO,4,RURAL,Y
16,GOVT,M,GEN,68893,FARMER,NO,62,3,YES,4,RURAL,Y
13,GOVT,M,SC,64572,LABOUR,NO,55,5,YES,4,RURAL,Y
13,GOVT,M,SC,118102,LABOUR,NO,64,3,YES,3,RURAL,Y
17,PVT,F,GEN,255977,ACCOUNTANT,NO,84,3,NO,11,RURAL,N
17,GOVT,M,GEN,105373,PEON,NO,77,2,NO,11,RURAL,Y
13,GOVT,M,GEN,78040,LABOUR,YES,61,4,NO,4,URBAN,Y
15,PVT,F,GEN,215774,ACCOUNTANT,NO,78,2,NO,9,URBAN,N
14,GOVT,M,SC,66488,LABOUR,YES,55,5,YES,3,RURAL,Y
17,PVT,F,GEN,122423,PEON,NO,65,1,YES,11,RURAL,N
14,GOVT,M,OBC,80731,LABOUR,NO,61,4,YES,4,RURAL,Y
13,GOVT,M,SC,59473,LABOUR,NO,55,4,NO,3,URBAN,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,88,1,NO,8,URBAN,N
18,GOVT,F,SC,134382,FARMER,NO,73,2,YES,12,RURAL,N
18,PVT,F,GEN,175522,BUSINESS,NO,67,2,NO,9,RURAL,N
14,GOVT,F,ST,145597,BUSINESS,NO,58,2,YES,4,RURAL,Y
17,PVT,F,GEN,125268,BUSINESS,NO,84,2,NO,10,RURAL,N
17,GOVT,M,GEN,123613,ACCOUNTANT,YES,84,4,NO,8,URBAN,Y
16,PVT,F,OBC,270219,TEACHER,NO,89,1,NO,10,URBAN,N
13,GOVT,M,OBC,83407,FARMER,NO,59,5,YES,4,RURAL,Y
9,GOVT,M,OBC,59000,TEACHER,NO,61,4,YES,3,RURAL,Y
18,GOVT,F,GEN,105614,ACCOUNTANT,NO,62,3,YES,10,URBAN,N
13,GOVT,F,GEN,132054,ACCOUNTANT,YES,60,3,NO,10,URBAN,Y
9,GOVT,M,OBC,59000,FARMER,NO,55,3,YES,4,URBAN,Y
13,PVT,M,GEN,120800,TEACHER,NO,55,5,YES,5,RURAL,Y
15,GOVT,M,SC,72695,LABOUR,NO,55,4,YES,3,RURAL,Y
12,PVT,M,SC,70039,LABOUR,YES,73,5,NO,4,RURAL,Y
14,GOVT,M,OBC,92178,PEON,NO,73,5,YES,4,RURAL,Y
17,GOVT,M,GEN,246398,BUSINESS,YES,89,2,NO,9,URBAN,Y
17,PVT,F,GEN,281397,BUSINESS,YES,84,2,NO,8,URBAN,N
16,PVT,M,GEN,87758,ACCOUNTANT,NO,55,3,NO,7,RURAL,Y
17,GOVT,F,GEN,145890,PEON,NO,59,3,NO,4,RURAL,Y
12,GOVT,M,OBC,122984,LABOUR,NO,74,3,NO,5,RURAL,Y
18,GOVT,M,GEN,106586,LABOUR,NO,84,1,NO,8,URBAN,Y
18,PVT,F,GEN,137914,PEON,NO,89,1,YES,11,RURAL,N
18,GOVT,M,GEN,152663,LABOUR,NO,58,3,NO,3,RURAL,Y
14,GOVT,M,GEN,87157,FARMER,YES,58,4,YES,3,RURAL,Y
14,GOVT,M,SC,74298,LABOUR,NO,71,5,YES,4,RURAL,Y
17,PVT,F,ST,178247,FARMER,NO,86,2,NO,10,URBAN,N
16,GOVT,F,GEN,74396,BUSINESS,YES,75,1,NO,8,URBAN,N
18,PVT,F,OBC,184015,ACCOUNTANT,NO,89,1,NO,10,URBAN,N
16,GOVT,M,ST,59000,LABOUR,NO,57,4,NO,3,RURAL,Y
12,GOVT,M,SC,82348,TEACHER,NO,61,4,YES,3,RURAL,Y
15,PVT,F,GEN,174339,TEACHER,NO,75,3,NO,8,RURAL,N
17,GOVT,F,GEN,106993,PEON,NO,55,3,NO,8,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,88,3,NO,9,URBAN,Y
18,PVT,F,GEN,186580,BUSINESS,NO,85,4,NO,9,URBAN,Y
13,GOVT,M,SC,59000,FARMER,NO,61,3,YES,4,RURAL,Y
17,GOVT,F,ST,59000,ACCOUNTANT,YES,73,3,NO,3,RURAL,N
17,PVT,F,GEN,177893,BUSINESS,YES,84,3,NO,9,URBAN,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,88,2,NO,9,URBAN,N
18,GOVT,M,GEN,230450,TEACHER,NO,74,2,NO,9,RURAL,N
14,PVT,M,OBC,59000,LABOUR,YES,58,3,YES,4,URBAN,Y
12,GOVT,M,ST,100244,TEACHER,NO,75,5,YES,3,RURAL,Y
15,PVT,M,GEN,71266,FARMER,NO,62,4,YES,3,RURAL,Y
11,GOVT,M,ST,59000,LABOUR,NO,58,4,YES,3,RURAL,Y
9,GOVT,M,GEN,127675,LABOUR,NO,75,5,NO,3,RURAL,Y
11,GOVT,M,SC,64331,LABOUR,YES,62,4,YES,3,RURAL,Y
18,PVT,F,GEN,268519,LABOUR,YES,89,2,NO,9,RURAL,N
15,GOVT,M,SC,61200,LABOUR,NO,55,4,YES,4,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,79,1,NO,9,RURAL,Y
11,GOVT,F,OBC,125559,BUSINESS,NO,58,1,YES,6,RURAL,Y
18,GOVT,F,GEN,138464,FARMER,NO,89,2,NO,10,RURAL,Y
11,GOVT,M,GEN,59000,LABOUR,NO,55,4,YES,3,RURAL,Y
11,GOVT,M,SC,117618,LABOUR,NO,66,4,NO,3,RURAL,Y
17,PVT,F,GEN,300000,BUSINESS,YES,86,1,NO,7,URBAN,N
18,GOVT,M,OBC,124822,LABOUR,NO,62,4,YES,5,RURAL,Y
18,PVT,F,GEN,185064,ACCOUNTANT,NO,88,1,NO,10,URBAN,N
18,GOVT,F,SC,81654,BUSINESS,YES,71,2,NO,4,URBAN,N
14,GOVT,M,GEN,92799,LABOUR,NO,75,2,YES,5,RURAL,Y
17,PVT,F,SC,300000,BUSINESS,NO,62,1,YES,11,RURAL,N
11,GOVT,M,GEN,131463,LABOUR,NO,73,5,YES,3,RURAL,Y
14,PVT,M,GEN,121082,ACCOUNTANT,YES,73,4,NO,3,RURAL,Y
11,GOVT,M,SC,59000,TEACHER,YES,58,4,NO,3,RURAL,Y
12,GOVT,M,SC,136473,TEACHER,NO,58,3,YES,4,RURAL,Y
18,PVT,F,GEN,273095,ACCOUNTANT,NO,89,1,NO,7,RURAL,N
14,GOVT,M,OBC,134377,FARMER,NO,71,3,YES,4,RURAL,Y
16,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,8,URBAN,N
18,PVT,F,GEN,144261,BUSINESS,NO,89,1,NO,11,URBAN,N
17,PVT,F,GEN,198656,PEON,YES,84,1,YES,11,URBAN,N
13,GOVT,M,GEN,63979,TEACHER,NO,64,4,YES,4,RURAL,Y
18,GOVT,M,SC,140200,FARMER,NO,62,1,NO,11,RURAL,N
16,PVT,M,GEN,192850,BUSINESS,YES,78,2,NO,3,URBAN,N
14,GOVT,M,ST,102460,TEACHER,YES,80,2,NO,3,RURAL,Y
11,PVT,F,GEN,164014,PEON,YES,80,1,NO,10,URBAN,Y
17,PVT,F,GEN,260609,ACCOUNTANT,NO,89,2,NO,7,RURAL,N
14,GOVT,M,ST,91791,FARMER,NO,70,4,YES,3,RURAL,Y
13,GOVT,M,GEN,116081,LABOUR,NO,61,4,NO,3,RURAL,Y
18,PVT,M,GEN,274939,BUSINESS,NO,73,1,NO,10,URBAN,Y
11,GOVT,M,OBC,64962,LABOUR,NO,63,5,YES,4,RURAL,Y
11,GOVT,M,OBC,107475,FARMER,NO,76,3,NO,4,RURAL,Y
13,GOVT,M,GEN,140943,ACCOUNTANT,NO,60,3,YES,4,RURAL,N
17,PVT,F,GEN,100532,LABOUR,NO,86,2,NO,10,RURAL,Y
18,PVT,F,GEN,297806,ACCOUNTANT,NO,89,1,NO,8,URBAN,N
13,GOVT,F,OBC,110670,LABOUR,NO,64,5,YES,11,RURAL,N
15,GOVT,M,ST,114195,FARMER,NO,58,3,YES,5,RURAL,Y
18,GOVT,M,OBC,133845,FARMER,NO,87,1,NO,11,URBAN,Y
16,PVT,F,GEN,287097,ACCOUNTANT,NO,89,1,NO,8,RURAL,N
15,GOVT,F,OBC,137241,LABOUR,YES,76,2,NO,3,URBAN,Y
18,GOVT,M,GEN,105441,BUSINESS,NO,64,2,NO,10,RURAL,N
16,PVT,F,GEN,87654,FARMER,NO,84,1,NO,9,URBAN,N
14,GOVT,F,GEN,136676,PEON,NO,61,3,YES,10,RURAL,Y
17,PVT,F,GEN,300000,FARMER,NO,88,1,NO,9,URBAN,N
17,PVT,F,GEN,300000,ACCOUNTANT,YES,89,1,NO,10,URBAN,N
14,GOVT,M,SC,59000,LABOUR,NO,55,5,YES,4,RURAL,Y
15,GOVT,M,OBC,105208,FARMER,NO,62,4,YES,5,RURAL,Y
16,PVT,F,GEN,214069,BUSINESS,YES,85,3,NO,9,RURAL,N
15,GOVT,M,SC,106961,PEON,NO,61,4,YES,4,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,YES,89,2,NO,9,URBAN,N
18,GOVT,F,GEN,231002,ACCOUNTANT,NO,81,1,NO,9,RURAL,Y
15,GOVT,M,GEN,86072,LABOUR,NO,63,4,YES,4,RURAL,Y
13,GOVT,M,ST,83892,BUSINESS,NO,77,5,YES,3,RURAL,N
15,GOVT,M,OBC,110441,LABOUR,NO,65,3,NO,4,RURAL,Y
14,PVT,M,OBC,65372,LABOUR,YES,75,4,NO,3,URBAN,Y
18,PVT,F,GEN,244510,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
17,PVT,F,GEN,300000,BUSINESS,YES,89,2,NO,8,URBAN,N
13,GOVT,M,GEN,86755,FARMER,NO,68,3,YES,4,RURAL,Y
18,PVT,F,OBC,217946,TEACHER,NO,89,2,NO,11,RURAL,N
18,GOVT,M,OBC,300000,LABOUR,YES,57,2,NO,3,URBAN,Y
14,GOVT,M,GEN,83022,FARMER,NO,77,1,YES,4,URBAN,N
17,GOVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,11,RURAL,N
18,PVT,M,GEN,300000,ACCOUNTANT,YES,60,1,NO,11,RURAL,N
16,GOVT,M,SC,107453,LABOUR,NO,59,2,NO,3,RURAL,Y
16,PVT,F,GEN,210103,ACCOUNTANT,YES,60,2,YES,9,URBAN,N
17,PVT,F,GEN,225072,ACCOUNTANT,YES,89,2,NO,9,URBAN,N
15,GOVT,F,OBC,139308,PEON,NO,63,4,YES,3,URBAN,Y
12,PVT,M,GEN,88285,LABOUR,NO,73,1,NO,11,RURAL,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,86,1,NO,10,RURAL,N
12,GOVT,M,SC,59000,LABOUR,YES,55,5,YES,3,RURAL,Y
12,GOVT,M,ST,59000,LABOUR,YES,55,5,NO,3,RURAL,Y
13,GOVT,M,GEN,204104,ACCOUNTANT,NO,62,2,YES,4,RURAL,N
13,GOVT,M,OBC,97238,LABOUR,NO,71,4,YES,5,RURAL,Y
18,GOVT,F,OBC,204179,ACCOUNTANT,NO,89,1,YES,11,RURAL,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,10,URBAN,N
17,PVT,M,GEN,236729,ACCOUNTANT,YES,76,1,NO,10,RURAL,N
12,GOVT,M,SC,90233,LABOUR,NO,62,4,YES,3,RURAL,Y
14,PVT,M,OBC,79004,LABOUR,NO,55,3,YES,10,RURAL,Y
16,GOVT,F,GEN,117335,ACCOUNTANT,YES,89,1,NO,9,RURAL,N
17,PVT,F,GEN,241828,ACCOUNTANT,NO,89,1,NO,4,RURAL,Y
16,PVT,F,GEN,204478,BUSINESS,NO,86,2,NO,8,URBAN,N
18,PVT,F,GEN,300000,BUSINESS,NO,89,1,NO,10,URBAN,N
18,PVT,F,GEN,280053,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
16,GOVT,M,GEN,124317,LABOUR,NO,71,4,NO,3,URBAN,Y
11,GOVT,M,GEN,59000,LABOUR,NO,56,4,NO,3,URBAN,Y
17,PVT,F,SC,86304,PEON,NO,62,2,NO,3,URBAN,Y
15,GOVT,M,OBC,59000,PEON,YES,64,3,NO,5,RURAL,Y
18,PVT,M,OBC,205293,ACCOUNTANT,NO,74,1,NO,10,RURAL,N
16,PVT,F,GEN,170487,PEON,NO,58,1,YES,10,RURAL,Y
10,GOVT,M,OBC,102780,LABOUR,NO,57,4,YES,3,RURAL,Y
16,PVT,F,GEN,300000,BUSINESS,YES,80,1,NO,11,RURAL,N
18,PVT,F,GEN,120265,ACCOUNTANT,NO,89,1,NO,9,RURAL,N
18,GOVT,M,OBC,100073,PEON,NO,77,3,YES,4,RURAL,Y
12,GOVT,F,ST,127061,TEACHER,NO,77,3,YES,4,RURAL,N
16,PVT,M,GEN,83562,ACCOUNTANT,NO,88,1,NO,9,RURAL,Y
18,PVT,F,GEN,141708,PEON,NO,85,1,YES,12,RURAL,N
14,GOVT,M,OBC,100263,TEACHER,YES,66,2,YES,4,URBAN,Y
17,PVT,M,GEN,149914,FARMER,NO,64,1,YES,4,RURAL,N
12,GOVT,M,ST,113306,LABOUR,NO,78,2,NO,3,RURAL,Y
14,GOVT,M,SC,59000,PEON,NO,58,5,NO,3,RURAL,Y
15,GOVT,M,GEN,124005,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
18,PVT,F,GEN,78022,PEON,YES,61,2,NO,9,URBAN,N
18,PVT,M,OBC,300000,BUSINESS,NO,89,1,NO,10,URBAN,Y
17,GOVT,M,GEN,155042,LABOUR,NO,57,2,NO,10,RURAL,Y
14,GOVT,M,ST,59000,TEACHER,YES,55,5,NO,4,RURAL,N
12,GOVT,M,SC,90220,LABOUR,NO,60,4,YES,4,RURAL,Y
18,PVT,F,GEN,185389,LABOUR,NO,89,1,NO,9,RURAL,N
14,GOVT,M,GEN,83072,BUSINESS,NO,60,3,YES,5,RURAL,Y
18,PVT,F,GEN,288382,BUSINESS,NO,89,1,NO,11,RURAL,N
11,PVT,F,SC,115414,LABOUR,NO,65,1,YES,11,RURAL,Y
11,GOVT,M,ST,103596,LABOUR,NO,69,4,NO,4,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,8,URBAN,N
17,PVT,F,GEN,285452,ACCOUNTANT,NO,88,1,NO,9,URBAN,N
18,PVT,F,OBC,235152,PEON,NO,60,3,YES,12,RURAL,Y
13,GOVT,M,OBC,83687,FARMER,NO,55,3,YES,3,URBAN,Y
12,GOVT,M,OBC,102313,LABOUR,NO,58,2,YES,5,RURAL,Y
13,GOVT,F,ST,100037,LABOUR,NO,67,1,NO,11,RURAL,N
14,GOVT,M,OBC,59000,LABOUR,NO,55,4,YES,3,RURAL,Y
11,GOVT,M,GEN,112761,LABOUR,NO,64,3,NO,3,URBAN,Y
15,GOVT,M,OBC,97539,BUSINESS,YES,65,3,YES,6,RURAL,Y
10,GOVT,M,ST,191842,BUSINESS,NO,89,4,NO,4,RURAL,Y
9,PVT,M,GEN,108479,LABOUR,NO,73,5,NO,3,RURAL,Y
12,GOVT,M,GEN,132922,TEACHER,NO,64,2,YES,10,RURAL,Y
15,GOVT,M,ST,68608,LABOUR,NO,58,3,YES,3,RURAL,Y
14,PVT,M,GEN,104115,LABOUR,NO,83,3,NO,3,URBAN,Y
18,GOVT,F,GEN,212135,ACCOUNTANT,NO,84,1,NO,8,RURAL,N
15,GOVT,M,ST,59000,LABOUR,NO,62,5,YES,4,RURAL,Y
12,GOVT,M,OBC,61451,LABOUR,NO,66,3,YES,5,RURAL,Y
18,GOVT,F,OBC,128207,PEON,NO,62,1,NO,11,RURAL,N
18,GOVT,F,OBC,126305,FARMER,NO,68,3,NO,3,RURAL,Y
18,PVT,F,GEN,130396,ACCOUNTANT,YES,83,1,NO,11,URBAN,N
10,GOVT,M,GEN,129275,LABOUR,YES,67,4,NO,3,RURAL,Y
17,PVT,F,GEN,147767,ACCOUNTANT,NO,89,1,NO,10,URBAN,N
18,PVT,F,SC,128548,LABOUR,YES,76,4,NO,3,URBAN,Y
16,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,8,RURAL,Y
13,GOVT,M,SC,158777,LABOUR,NO,59,5,YES,4,RURAL,Y
12,PVT,F,GEN,85318,PEON,NO,65,2,NO,10,URBAN,N
12,GOVT,M,OBC,59000,FARMER,NO,56,5,NO,3,RURAL,Y
15,GOVT,M,SC,59000,LABOUR,NO,61,5,YES,3,RURAL,Y
14,GOVT,M,SC,59000,TEACHER,YES,55,4,NO,3,URBAN,Y
15,GOVT,F,GEN,119478,LABOUR,NO,78,3,NO,6,RURAL,Y
12,GOVT,M,GEN,111933,LABOUR,NO,74,5,NO,5,RURAL,Y
16,PVT,M,OBC,125747,LABOUR,NO,89,2,NO,4,RURAL,N
17,GOVT,M,GEN,108642,LABOUR,YES,75,2,NO,9,RURAL,N
17,PVT,F,GEN,274258,BUSINESS,NO,85,1,NO,10,URBAN,N
16,PVT,F,GEN,137226,LABOUR,YES,89,1,NO,7,RURAL,N
16,PVT,F,GEN,142126,BUSINESS,NO,82,1,NO,9,RURAL,Y
17,PVT,F,GEN,292174,ACCOUNTANT,NO,89,1,NO,9,RURAL,Y
16,PVT,M,ST,213234,PEON,YES,60,3,NO,10,RURAL,Y
13,GOVT,M,OBC,93430,LABOUR,YES,59,5,NO,3,RURAL,Y
17,PVT,M,GEN,178318,TEACHER,NO,89,1,NO,9,RURAL,Y
17,PVT,M,GEN,184285,BUSINESS,YES,58,1,NO,9,URBAN,N
